timestep,speed_front_right,current_front_right,acceleration_front_right,speed_rear_right,current_rear_right,acceleration_rear_right,speed_rear_left,current_rear_left,acceleration_rear_left,speed_front_left,current_front_left,acceleration_front_left,angle_front,angle_rear
4906.0,0.0,-20.0,1.0,0.0,-10.0,1.0,0.0,-4.0,1.0,0.0,40.0,1.0,-0.35,0.26
4907.0,0.0,-48.75,1.0,0.0,40.5,1.0,0.0,-11.0,1.0,-0.5,1.0,1.0,-0.35,0.26
4908.0,0.0,-21.5,1.0,0.0,7.75,1.0,0.0,3.75,1.0,0.0,10.5,1.0,-0.35,0.26
4909.0,0.0,-28.0,1.0,0.0,19.5,1.0,0.0,-16.0,1.0,0.0,-4.75,1.0,-0.35,0.26
4910.0,0.0,-11.5,1.0,-0.25,17.5,1.0,0.0,1.75,1.0,0.0,-16.5,1.0,-0.35,0.26
4911.0,0.0,-45.5,1.0,-1.0,-2.5,1.0,0.0,-26.0,1.0,0.0,-17.5,1.0,-0.35,0.26
4912.0,0.0,-24.25,1.0,0.0,1.5,1.0,0.0,-3.5,1.0,0.0,7.0,1.0,-0.35,0.26
4913.0,0.0,-28.0,1.0,0.0,31.0,1.0,0.0,-15.5,1.0,0.0,-8.0,1.0,-0.35,0.26
4914.0,0.0,-45.5,1.0,0.0,24.5,1.0,0.0,-11.0,1.0,0.0,25.5,1.0,-0.35,0.26
4915.0,0.0,-4.0,1.0,0.0,20.0,1.0,0.0,-13.75,1.0,0.0,25.5,1.0,-0.35,0.26
4916.0,0.0,-45.75,1.0,0.0,40.5,1.0,0.0,-3.5,1.0,0.0,28.75,1.0,-0.35,0.26
4917.0,0.0,-28.5,1.0,0.0,20.75,1.0,0.0,-18.0,1.0,0.0,1.0,1.0,-0.35,0.26
4918.0,0.0,-41.0,1.0,0.0,51.0,1.0,0.0,39.0,1.0,0.0,1.75,1.0,-0.35,0.26
4919.0,0.0,-29.0,1.0,0.0,10.5,1.0,0.0,5.5,1.0,0.0,-19.0,1.0,-0.35,0.26
4920.0,0.0,-12.5,1.0,0.0,10.5,1.0,0.0,5.0,1.0,0.0,6.0,1.0,-0.35,0.26
4921.0,0.0,-29.75,1.0,0.0,24.75,1.0,0.0,16.5,1.0,-1.0,1.0,1.0,-0.35,0.26
4922.0,0.0,-20.0,1.0,0.0,44.0,1.0,0.0,-4.25,1.0,0.0,22.5,1.0,-0.35,0.26
4923.0,0.0,-58.25,1.0,0.0,0.0,1.0,0.0,-7.5,1.0,0.0,28.75,1.0,-0.35,0.26
4924.0,0.0,-12.5,1.0,0.0,-0.5,1.0,0.0,-25.75,1.0,0.0,7.5,1.0,-0.35,0.26
4925.0,0.0,-37.25,1.0,0.0,4.0,1.0,0.0,-7.5,1.0,0.0,16.5,1.0,-0.35,0.26
4926.0,0.0,-44.5,1.0,0.0,10.75,1.0,0.0,-16.0,1.0,0.0,-8.0,1.0,-0.35,0.26
4927.0,0.0,-36.5,1.0,0.0,9.0,1.0,0.0,-3.5,1.0,-1.0,13.25,1.0,-0.35,0.26
4928.0,0.0,-20.0,1.0,0.0,-3.75,1.0,0.0,-12.0,1.0,0.0,-8.0,1.0,-0.35,0.26
4929.0,0.0,-20.5,1.0,0.0,40.5,1.0,0.0,-32.0,1.0,0.0,10.75,1.0,-0.35,0.26
4930.0,0.0,-24.5,1.0,0.0,19.5,1.0,0.0,-7.0,1.0,0.0,1.0,1.0,-0.35,0.26
4931.0,0.0,-36.5,1.0,0.0,35.25,1.0,0.0,-24.0,1.0,0.0,7.5,1.0,-0.35,0.26
4932.0,0.0,-20.75,1.0,0.0,-7.0,1.0,0.0,-4.0,1.0,-0.5,-8.75,1.0,-0.35,0.26
4933.0,0.0,-53.0,1.0,0.0,39.5,1.0,0.0,-8.5,1.0,0.0,1.0,1.0,-0.35,0.26
4934.0,0.0,-36.5,1.0,0.0,27.0,1.0,0.0,-3.5,1.0,-0.5,5.75,1.0,-0.35,0.26
4935.0,0.0,-29.0,1.0,0.0,34.75,1.0,0.0,-38.0,1.0,0.0,-8.0,1.0,-0.35,0.26
4936.0,0.0,-11.5,1.0,0.0,20.5,1.0,0.0,-29.0,1.0,0.0,-17.0,1.0,-0.35,0.26
4937.0,0.0,-20.75,1.0,0.0,32.5,1.0,0.0,-24.0,1.0,0.0,1.0,1.0,-0.35,0.26
4938.0,0.0,-36.5,1.0,0.0,40.5,1.0,0.0,-13.75,1.0,0.0,7.0,1.0,-0.35,0.26
4939.0,0.0,-28.5,1.0,0.0,40.5,1.0,0.0,39.0,1.0,-0.25,-4.5,1.0,-0.35,0.26
4940.0,0.0,-36.5,1.0,0.0,19.25,1.0,0.0,-4.0,1.0,0.0,-1.5,1.0,-0.35,0.26
4941.0,0.0,-33.25,1.0,0.0,14.0,1.0,0.0,11.5,1.0,0.0,-7.75,1.0,-0.35,0.26
4942.0,0.0,-20.0,1.0,0.0,22.5,1.0,0.0,-34.0,1.0,0.0,17.0,1.0,-0.35,0.26
4943.0,0.0,-3.0,1.0,0.0,24.5,1.0,0.0,33.5,1.0,0.0,3.0,1.0,-0.35,0.26
4944.0,0.0,-41.5,1.0,0.0,27.75,1.0,0.0,-7.5,1.0,0.0,5.0,1.0,-0.35,0.26
4945.0,0.0,-30.0,1.0,0.0,14.0,1.0,0.0,-21.5,1.0,0.0,26.5,1.0,-0.35,0.26
4946.0,0.0,-19.75,1.0,0.0,10.5,1.0,0.0,20.5,1.0,0.0,1.0,1.0,-0.35,0.26
4947.0,0.0,-12.5,1.0,0.0,12.5,1.0,0.0,15.75,1.0,0.0,-8.0,1.0,-0.35,0.26
4948.0,0.0,-28.5,1.0,0.0,40.5,1.0,0.0,-16.5,1.0,-0.25,11.5,1.0,-0.35,0.26
4949.0,0.0,-28.0,1.0,0.0,19.0,1.0,0.0,1.5,1.0,0.0,-8.0,1.0,-0.35,0.26
4950.0,0.0,-37.5,1.0,0.0,40.5,1.0,0.0,-7.5,1.0,0.0,1.0,1.0,-0.35,0.26
4951.0,0.0,-24.0,1.0,0.0,33.0,1.0,0.0,4.5,1.0,0.0,7.5,1.0,-0.35,0.26
4952.0,0.0,-45.5,1.0,0.0,15.5,1.0,0.0,9.25,1.0,0.0,25.75,1.0,-0.35,0.26
4953.0,0.0,-33.0,1.0,0.0,-43.75,1.0,0.0,9.0,1.0,0.0,25.5,1.0,-0.35,0.26
4954.0,0.0,-11.5,1.0,0.0,44.5,1.0,0.0,12.5,1.0,0.0,19.5,1.0,-0.35,0.26
4955.0,0.0,-11.5,1.0,0.0,23.5,1.0,0.0,11.5,1.0,0.0,22.5,1.0,-0.35,0.26
4956.0,0.0,-29.0,1.0,0.0,30.0,1.0,0.0,-5.75,1.0,0.0,26.0,1.0,-0.35,0.26
4957.0,0.0,-33.25,1.0,0.0,20.5,1.0,0.0,20.0,1.0,0.0,5.5,1.0,-0.35,0.26
4958.0,0.0,-11.5,1.0,0.0,25.0,1.0,0.0,-3.0,1.0,-0.5,-1.5,1.0,-0.35,0.26
4959.0,0.0,-11.5,1.0,0.0,14.0,1.0,0.0,-8.0,1.0,0.0,16.0,1.0,-0.35,0.26
4960.0,0.0,-16.0,1.0,0.0,27.0,1.0,0.0,-7.0,1.0,0.0,19.5,1.0,-0.35,0.26
4961.0,0.0,-62.5,1.0,0.0,0.0,1.0,0.0,0.25,1.0,0.0,21.0,1.0,-0.35,0.26
4962.0,0.0,-24.25,1.0,0.0,-2.0,1.0,0.0,-25.5,1.0,0.0,17.0,1.0,-0.35,0.26
4963.0,0.0,-46.0,1.0,0.0,31.0,1.0,0.0,-11.5,1.0,0.0,10.5,1.0,-0.35,0.26
4964.0,0.0,-25.5,1.0,0.0,2.5,1.0,0.0,-12.0,1.0,-0.25,4.0,1.0,-0.35,0.26
4965.0,0.0,-4.0,1.0,0.0,10.5,1.0,0.0,14.0,1.0,0.0,7.5,1.0,-0.35,0.26
4966.0,0.0,-28.0,1.0,0.0,20.5,1.0,0.0,-3.5,1.0,0.0,14.0,1.0,-0.35,0.26
4967.0,0.0,-32.75,1.0,0.0,25.25,1.0,0.0,-20.0,1.0,-1.0,25.5,1.0,-0.35,0.26
4968.0,0.0,-30.5,1.0,0.0,29.0,1.0,0.0,-6.5,1.0,0.0,18.25,1.0,-0.35,0.26
4969.0,0.0,-50.0,1.0,0.0,31.0,1.0,0.0,-16.0,1.0,0.0,19.0,1.0,-0.35,0.26
4970.0,0.0,-21.0,1.0,0.0,36.5,1.0,0.0,-3.5,1.0,0.0,41.5,1.0,-0.35,0.26
4971.0,0.0,-24.5,1.0,0.0,-10.5,1.0,0.0,-7.5,1.0,-1.0,-7.75,1.0,-0.35,0.26
4972.0,0.0,-11.5,1.0,0.0,0.25,1.0,0.0,-3.5,1.0,0.0,1.0,1.0,-0.35,0.26
4973.0,0.0,-45.5,1.0,0.0,40.5,1.0,0.0,15.5,1.0,-0.5,0.0,1.0,-0.35,0.26
4974.0,0.0,-53.0,1.0,0.0,9.0,1.0,0.0,-16.0,1.0,0.0,19.5,1.0,-0.35,0.26
4975.0,0.0,-45.5,1.0,0.0,31.0,1.0,0.0,-8.75,1.0,0.0,10.5,1.0,-0.35,0.26
4976.0,0.0,-33.25,1.0,0.0,20.0,1.0,0.0,-7.5,1.0,0.0,5.75,1.0,-0.35,0.26
4977.0,0.0,-11.5,1.0,0.0,27.75,1.0,0.0,20.0,1.0,0.0,35.5,1.0,-0.35,0.26
4978.0,0.0,-38.5,1.0,0.0,20.0,1.0,0.0,17.75,1.0,-1.0,-8.0,1.0,-0.35,0.26
4979.0,0.0,-53.0,1.0,0.0,34.75,1.0,0.0,1.5,1.0,0.0,17.0,1.0,-0.35,0.26
4980.0,0.0,-21.0,1.0,0.0,-3.0,1.0,0.0,3.25,1.0,-0.5,10.5,1.0,-0.35,0.26
4981.0,0.0,-16.5,1.0,0.0,20.5,1.0,0.0,-29.5,1.0,0.0,4.25,1.0,-0.35,0.26
4982.0,0.0,-36.5,1.0,0.0,35.75,1.0,0.0,-4.25,1.0,0.0,16.5,1.0,-0.35,0.26
4983.0,0.0,-53.0,1.0,0.0,0.0,1.0,0.0,-20.0,1.0,-0.5,4.0,1.0,-0.35,0.26
4984.0,0.0,-32.75,1.0,0.0,30.5,1.0,0.0,-10.5,1.0,-0.5,26.0,1.0,-0.35,0.26
4985.0,0.0,-12.5,1.0,0.0,40.5,1.0,0.0,-13.75,1.0,0.0,15.25,1.0,-0.35,0.26
4986.0,0.0,-28.5,1.0,0.0,27.0,1.0,0.0,-16.0,1.0,0.0,-16.5,1.0,-0.35,0.26
4987.0,0.0,-20.0,1.0,0.0,10.5,1.0,0.0,12.5,1.0,0.0,20.5,1.0,-0.35,0.26
4988.0,0.0,-28.5,1.0,0.0,30.5,1.0,0.0,11.5,1.0,-0.5,-0.25,1.0,-0.35,0.26
4989.0,0.0,-28.0,1.0,0.0,-10.0,1.0,0.0,-10.0,1.0,0.0,-8.0,1.0,-0.35,0.26
4990.0,0.0,-15.75,1.0,0.0,20.5,1.0,0.0,-12.0,1.0,-1.0,11.5,1.0,-0.35,0.26
4991.0,0.0,-20.5,1.0,0.0,41.0,1.0,0.0,0.5,1.0,0.0,25.5,1.0,-0.35,0.26
4992.0,0.0,-36.5,1.0,0.0,31.0,1.0,0.0,10.25,1.0,0.0,-7.75,1.0,-0.35,0.26
4993.0,0.0,-33.5,1.0,0.0,-5.25,1.0,0.0,-11.0,1.0,-0.5,1.0,1.0,-0.35,0.26
4994.0,0.0,-29.5,1.0,0.0,-10.0,1.0,0.0,-30.0,1.0,-0.5,42.75,1.0,-0.35,0.26
4995.0,0.0,-24.0,1.0,0.0,31.0,1.0,0.0,-7.0,1.0,0.0,7.5,1.0,-0.35,0.26
4996.0,0.0,-3.0,1.0,0.0,40.5,1.0,0.0,22.0,1.0,0.0,16.0,1.0,-0.35,0.26
4997.0,0.0,-4.0,1.0,0.0,10.5,1.0,0.0,20.0,1.0,-0.5,9.0,1.0,-0.35,0.26
4998.0,0.0,-20.0,1.0,0.0,5.25,1.0,0.0,-7.5,1.0,0.0,22.5,1.0,-0.35,0.26
4999.0,0.0,-20.0,1.0,0.0,6.5,1.0,0.0,-5.25,1.0,0.0,0.0,1.0,-0.35,0.26
5000.0,0.0,-49.25,1.0,0.0,20.5,1.0,0.0,11.5,1.0,0.0,26.0,1.0,-0.35,0.26
5001.0,0.0,-21.5,1.0,0.0,20.5,1.0,0.0,-5.0,1.0,0.0,-17.0,1.0,-0.35,0.26
5002.0,0.0,-24.0,1.0,0.0,31.0,1.0,0.0,-7.0,1.0,0.0,6.0,1.0,-0.35,0.26
5003.0,0.0,-28.0,1.0,0.0,8.5,1.0,0.0,-7.0,1.0,0.0,10.5,1.0,-0.35,0.26
5004.0,0.0,-29.0,1.0,0.0,20.5,1.0,0.0,-11.0,1.0,0.0,38.0,1.0,-0.35,0.26
5005.0,0.0,-20.25,1.0,0.0,5.5,1.0,0.0,-7.0,1.0,0.0,10.0,1.0,-0.35,0.26
5006.0,0.0,-20.0,1.0,0.0,10.5,1.0,0.0,-15.0,1.0,0.0,10.5,1.0,-0.35,0.26
5007.0,0.0,-36.75,1.0,0.0,0.0,1.0,0.0,-21.0,1.0,0.0,7.0,1.0,-0.35,0.26
5008.0,0.0,-53.0,1.0,0.0,0.0,1.0,0.0,-16.0,1.0,0.0,17.0,1.0,-0.35,0.26
5009.0,0.0,-53.25,1.0,0.0,20.5,1.0,0.0,-6.0,1.0,0.0,10.5,1.0,-0.35,0.26
5010.0,0.0,-30.0,1.0,0.0,16.25,1.0,0.0,3.5,1.0,0.0,35.5,1.0,-0.35,0.26
5011.0,0.0,-37.0,1.0,0.0,31.0,1.0,0.0,1.5,1.0,-0.25,1.25,1.0,-0.35,0.26
5012.0,0.0,-37.5,1.0,0.0,11.75,1.0,0.0,-20.0,1.0,0.0,35.0,1.0,-0.35,0.26
5013.0,0.0,-21.0,1.0,0.0,10.0,1.0,0.0,37.0,1.0,-1.0,6.0,1.0,-0.35,0.26
5014.0,0.0,-16.25,1.0,0.0,7.0,1.0,0.0,-20.0,1.0,0.0,25.5,1.0,-0.35,0.26
5015.0,0.0,-36.5,1.0,0.0,10.5,1.0,0.0,-11.75,1.0,0.0,-1.5,1.0,-0.35,0.26
5016.0,0.0,-21.0,1.0,0.0,14.0,1.0,0.0,-20.0,1.0,0.0,25.25,1.0,-0.35,0.26
5017.0,0.0,-28.5,1.0,0.0,50.0,1.0,0.0,-13.5,1.0,-0.5,35.5,1.0,-0.35,0.26
5018.0,0.0,-37.0,1.0,0.0,53.5,1.0,0.0,-11.0,1.0,0.0,7.0,1.0,-0.35,0.26
5019.0,0.0,-40.75,1.0,0.0,8.75,1.0,0.0,-34.0,1.0,0.0,-8.0,1.0,-0.35,0.26
5020.0,0.0,-29.0,1.0,0.0,-2.5,1.0,0.0,-7.5,1.0,0.0,19.0,1.0,-0.35,0.26
5021.0,0.0,-46.25,1.0,0.0,0.0,1.0,0.0,15.5,1.0,0.0,-8.0,1.0,-0.35,0.26
5022.0,0.0,-13.5,1.0,0.0,32.25,1.0,0.0,-27.75,1.0,-0.5,1.5,1.0,-0.35,0.26
5023.0,0.0,-24.5,1.0,0.0,0.0,1.0,0.0,-20.0,1.0,0.0,33.25,1.0,-0.35,0.26
5024.0,0.0,4.5,1.0,0.0,16.0,1.0,0.0,15.5,1.0,0.0,-11.0,1.0,-0.35,0.26
5025.0,0.0,-11.5,1.0,0.0,34.0,1.0,0.0,20.0,1.0,0.0,13.25,1.0,-0.35,0.26
5026.0,0.0,-11.5,1.0,0.0,22.5,1.0,0.0,35.0,1.0,-0.5,19.5,1.0,-0.35,0.26
5027.0,0.0,-22.0,1.0,0.0,40.5,1.0,0.0,5.25,1.0,0.0,29.25,1.0,-0.35,0.26
5028.0,0.0,-41.5,1.0,0.0,25.25,1.0,0.0,-25.5,1.0,0.0,-17.0,1.0,-0.35,0.26
5029.0,0.0,-45.5,1.0,0.0,29.0,1.0,0.0,-13.5,1.0,0.0,31.5,1.0,-0.35,0.26
5030.0,0.0,-4.0,1.0,0.0,44.5,1.0,0.0,0.5,1.0,0.0,15.25,1.0,-0.35,0.26
5031.0,0.0,-36.5,1.0,0.0,22.5,1.0,0.0,-20.0,1.0,0.0,35.5,1.0,-0.35,0.26
5032.0,0.0,-3.0,1.0,0.0,14.0,1.0,0.0,-11.0,1.0,-0.25,23.75,1.0,-0.35,0.26
5033.0,0.0,-12.0,1.0,0.0,31.0,1.0,0.0,0.5,1.0,0.0,-17.0,1.0,-0.35,0.26
5034.0,0.0,-20.0,1.0,0.0,20.5,1.0,0.0,-0.25,1.0,-0.5,5.5,1.0,-0.35,0.26
5035.0,0.0,-29.0,1.0,0.0,18.0,1.0,0.0,-16.0,1.0,0.0,-10.0,1.0,-0.35,0.26
5036.0,0.0,-20.0,1.0,0.0,26.0,1.0,0.0,14.5,1.0,0.0,7.0,1.0,-0.35,0.26
5037.0,0.0,-29.0,1.0,0.0,-0.5,1.0,0.0,-7.0,1.0,0.0,11.5,1.0,-0.35,0.26
5038.0,0.0,-29.0,1.0,0.0,20.0,1.0,0.0,12.75,1.0,-0.5,25.5,1.0,-0.35,0.26
5039.0,0.0,-45.0,1.0,0.0,20.5,1.0,0.0,-11.0,1.0,-0.5,-12.25,1.0,-0.35,0.26
5040.0,0.0,-32.75,1.0,0.0,27.75,1.0,0.0,12.5,1.0,-0.5,41.0,1.0,-0.35,0.26
5041.0,0.0,-12.5,1.0,0.0,0.0,1.0,0.0,-11.5,1.0,-0.5,-8.0,1.0,-0.35,0.26
5042.0,0.0,-20.75,1.0,0.0,43.0,1.0,0.0,-3.5,1.0,-1.0,-8.0,1.0,-0.35,0.26
5043.0,0.0,3.5,1.0,0.0,-86.25,1.0,0.0,-18.0,1.0,0.0,7.0,1.0,-0.35,0.26
5044.0,0.0,0.75,1.0,0.0,40.5,1.0,0.0,-25.0,1.0,0.0,-3.5,1.0,-0.35,0.26
5045.0,0.0,12.0,1.0,0.0,87.25,1.0,0.0,-76.0,1.0,0.0,-44.0,1.0,-0.35,0.26
5046.0,0.0,-3.0,1.0,0.0,71.875,1.0,0.0,-45.0,1.0,0.0,-48.5,1.0,-0.35,0.26
5047.0,0.0,27.75,1.0,0.0,56.5,1.0,0.0,-26.0,1.0,0.0,-44.0,1.0,-0.35,0.26
5048.0,0.0,47.5,1.0,0.0,87.0,1.0,0.0,-89.5,1.0,0.0,-51.5,1.0,-0.35,0.26
5049.0,0.0,56.25,1.0,0.0,77.0,1.0,0.0,-94.5,1.0,0.0,-67.0,1.0,-0.35,0.26
5050.0,0.0,218.0,1.0,0.0,256.0,1.0,-1.0,-333.25,1.0,0.0,-107.5,1.0,-0.35,0.26
5051.0,0.0,467.5,1.0,0.0,538.0,1.0,-0.5,-522.0,1.0,-1.0,-344.25,1.0,-0.35,0.26
5052.0,0.0,494.0,1.0,0.0,530.5,1.0,0.0,-544.0,1.0,-1.0,-372.0,1.0,-0.35,0.26
5053.0,0.0,468.5,1.0,0.0,551.0,1.0,0.0,-545.0,1.0,-0.25,-409.5,1.0,-0.35,0.26
5054.0,0.0,538.5,1.0,0.0,630.25,1.0,-1.0,-595.5,1.0,-1.0,-451.0,1.0,-0.35,0.26
5055.0,2.5,691.0,1.0,3.5,726.0,1.0,-5.25,-732.25,1.0,-3.5,-515.5,1.0,-0.35,0.26
5056.0,13.75,798.5,1.0,11.0,779.0,1.0,-12.5,-797.5,1.0,-15.25,-675.0,1.0,-0.35,0.26
5057.0,22.5,859.5,1.0,20.5,876.0,1.0,-20.25,-813.0,1.0,-24.5,-813.0,1.0,-0.35,0.26
5058.0,41.75,884.5,1.0,34.5,1018.5,1.0,-35.0,-863.0,1.0,-44.5,-825.75,1.0,-0.35,0.26
5059.0,65.5,844.5,1.0,71.0,884.5,1.0,-55.0,-874.5,1.0,-63.0,-877.5,1.0,-0.35,0.26
5060.0,93.5,728.5,1.0,107.5,723.5,1.0,-106.75,-698.0,1.0,-100.5,-710.25,1.0,-0.35,0.26
5061.0,152.25,279.0,1.0,150.0,392.25,1.0,-145.0,-497.5,1.0,-156.5,-490.0,1.0,-0.35,0.26
5062.0,122.5,-74.0,1.0,123.0,-21.5,1.0,-108.75,-19.5,1.0,-133.0,-29.5,1.0,-0.35,0.26
5063.0,8.5,-30.0,1.0,22.5,13.5,1.0,-11.5,-50.0,1.0,-16.0,-0.25,1.0,-0.35,0.26
5064.0,-12.5,-1.0,1.0,-10.25,11.0,1.0,8.75,-8.5,1.0,10.5,-15.0,1.0,-0.35,0.26
5065.0,-2.0,-19.5,1.0,-2.5,-1.5,1.0,0.0,-15.0,1.0,1.25,-10.5,1.0,-0.35,0.26
5066.0,-0.5,-4.5,1.0,-0.5,22.25,1.0,0.0,-37.0,1.0,0.0,-15.5,1.0,-0.35,0.26
5067.0,0.0,-4.5,1.0,0.0,9.5,1.0,0.0,-11.5,1.0,0.0,13.25,1.0,-0.35,0.26
5068.0,-0.25,4.0,1.0,0.0,1.5,1.0,0.0,-23.5,1.0,0.0,19.5,1.0,-0.35,0.26
5069.0,0.0,-18.5,1.0,0.0,-10.0,1.0,0.0,-9.25,1.0,0.0,-13.75,1.0,-0.35,0.26
5070.0,0.0,-18.0,1.0,0.0,15.0,1.0,0.0,9.0,1.0,0.0,-10.5,1.0,-0.35,0.26
5071.0,0.0,-18.0,1.0,0.0,1.0,1.0,0.0,7.25,1.0,0.0,-18.0,1.0,-0.35,0.26
5072.0,0.0,-21.5,1.0,0.0,9.5,1.0,0.0,-17.5,1.0,0.0,-13.0,1.0,-0.35,0.26
5073.0,0.0,-14.5,1.0,0.0,-59.5,1.0,0.0,-3.0,1.0,0.0,-10.0,1.0,-0.35,0.26
5074.0,0.0,-4.5,1.0,0.0,8.5,1.0,0.0,-5.5,1.0,0.0,-0.5,1.0,-0.35,0.26
5075.0,0.0,-23.25,1.0,0.0,-6.25,1.0,0.0,-9.0,1.0,0.0,2.0,1.0,-0.35,0.26
5076.0,0.0,-14.5,1.0,0.0,8.5,1.0,0.0,-14.5,1.0,0.0,-14.0,1.0,-0.35,0.26
5077.0,0.0,2.25,1.0,0.0,7.0,1.0,0.0,12.0,1.0,0.0,2.0,1.0,-0.35,0.26
5078.0,0.0,-11.0,1.0,0.0,1.0,1.0,0.0,-2.0,1.0,0.0,7.0,1.0,-0.35,0.26
5079.0,0.0,-12.75,1.0,0.0,-1.5,1.0,0.0,-30.0,1.0,0.0,4.5,1.0,-0.35,0.26
5080.0,0.0,2.0,1.0,0.0,-1.0,1.0,0.0,-3.5,1.0,0.0,-8.0,1.0,-0.35,0.26
5081.0,0.0,-28.0,1.0,0.0,-0.5,1.0,0.0,-7.25,1.0,0.0,5.75,1.0,-0.35,0.26
5082.0,0.0,-16.25,1.0,0.0,7.75,1.0,0.0,8.5,1.0,0.0,2.0,1.0,-0.35,0.26
5083.0,0.0,-133.0,1.0,0.0,-11.5,1.0,0.0,-8.0,1.0,0.0,23.25,1.0,-0.35,0.26
5084.0,0.0,-11.25,1.0,0.0,7.0,1.0,0.0,-11.5,1.0,0.0,-13.0,1.0,-0.35,0.26
5085.0,0.0,-1.0,1.0,0.0,-5.0,1.0,0.0,-11.5,1.0,0.0,-0.5,1.0,-0.35,0.26
5086.0,-0.5,-21.0,1.0,0.0,-14.0,1.0,0.0,15.5,1.0,0.0,-1.75,1.0,-0.35,0.26
5087.0,0.0,-7.5,1.0,0.0,-31.5,1.0,0.0,-1.75,1.0,0.0,-2.0,1.0,-0.35,0.26
5088.0,0.0,-43.5,1.0,0.0,-29.0,1.0,0.0,34.0,1.0,0.0,49.0,1.0,-0.35,0.26
5089.0,0.0,-48.5,1.0,0.0,-44.0,1.0,0.0,24.5,1.0,0.0,33.5,1.0,-0.35,0.26
5090.0,0.0,-45.0,1.0,0.0,-69.0,1.0,0.0,33.0,1.0,0.0,52.5,1.0,-0.35,0.26
5091.0,0.0,-76.5,1.0,0.0,-79.5,1.0,0.0,43.0,1.0,0.0,75.5,1.0,-0.35,0.26
5092.0,-1.0,-62.5,1.0,0.0,-65.5,1.0,0.0,80.0,1.0,0.0,75.5,1.0,-0.35,0.26
5093.0,0.0,-59.0,1.0,0.0,-80.0,1.0,0.0,52.0,1.0,0.0,71.75,1.0,-0.35,0.26
5094.0,0.0,-81.0,1.0,0.0,-115.75,1.0,0.0,62.0,1.0,0.0,74.0,1.0,-0.35,0.26
5095.0,0.0,-102.5,1.0,0.0,-177.5,1.0,0.0,135.0,1.0,0.0,164.25,1.0,-0.35,0.26
5096.0,0.0,-169.5,1.0,-0.25,-258.75,1.0,0.0,144.5,1.0,0.0,203.0,1.0,-0.35,0.26
5097.0,-1.5,-241.0,1.0,-3.0,-333.0,1.0,0.0,209.0,1.0,2.0,274.75,1.0,-0.35,0.26
5098.0,-26.25,-543.0,1.0,-21.5,-496.0,1.0,20.0,323.0,1.0,23.0,424.0,1.0,-0.35,0.26
5099.0,-74.5,-592.5,1.0,-82.25,-685.75,1.0,76.5,625.75,1.0,69.0,480.5,1.0,-0.35,0.26
5100.0,-114.75,-640.25,1.0,-102.0,-744.5,1.0,113.33333333333334,568.0833333333334,1.0,111.25,584.5,1.0,-0.35,0.26
5101.0,-139.5,-556.5,1.0,-149.0,-529.25,1.0,150.16666666666669,510.4166666666667,1.0,127.5,564.5,1.0,-0.35,0.26
5102.0,-189.5,-405.0,1.0,-185.0,-468.0,1.0,187.0,452.75,1.0,189.25,467.5,1.0,-0.35,0.26
5103.0,-205.25,-455.5,1.0,-202.5,-496.5,1.0,198.5,400.0,1.0,201.5,414.0,1.0,-0.35,0.26
5104.0,-202.5,-433.0,1.0,-208.0,-436.5,1.0,205.25,418.75,1.0,195.5,402.5,1.0,-0.35,0.26
5105.0,-203.0,-421.75,1.0,-203.5,-510.5,1.0,198.0,457.0,1.0,206.25,468.5,1.0,-0.35,0.26
5106.0,-196.0,-438.0,1.0,-199.75,-473.0,1.0,192.5,476.0,1.0,191.0,396.5,1.0,-0.35,0.26
5107.0,-204.0,-446.0,1.0,-196.5,-494.0,1.0,206.5,509.0,1.0,197.75,500.0,1.0,-0.3075,0.24
5108.0,-212.25,-527.25,1.0,-209.0,-528.5,1.0,203.0,487.0,1.0,214.5,556.0,1.0,-0.35,0.26
5109.0,-234.5,-482.0,1.0,-236.0,-573.0,1.0,223.0,478.0,1.0,232.25,572.5,1.0,-0.43,0.3625
5110.0,-246.0,-527.5,1.0,-236.0,-499.5,1.0,243.0,552.0,1.0,243.0,565.5,1.0,-0.7449999999999999,0.7
5111.0,-266.0,-486.0,1.0,-263.75,-572.75,1.0,260.0,523.0,1.0,260.0,574.0,1.0,-0.90125,0.9125
5112.0,-289.0,-485.0,1.0,-272.5,-444.0,1.0,282.5,471.5,1.0,290.0,666.0,1.0,-1.4475,1.5125000000000002
5113.0,-305.0,-443.0,1.0,-303.75,-452.75,1.0,296.5,523.0,1.0,301.5,528.0,1.0,-2.0975,2.175
5114.0,-314.5,-406.0,1.0,-311.5,-458.0,1.0,323.0,646.5,1.0,323.5,661.75,1.0,-3.815,3.815
5115.0,-327.25,-477.25,1.0,-322.0,-493.25,1.0,333.0,593.0,1.0,344.0,666.0,1.0,-4.89,4.935
5116.0,-336.0,-474.0,1.0,-328.5,-466.5,1.0,351.0,610.75,1.0,349.75,712.75,1.0,-5.19,5.23
5117.0,-338.0,-463.0,1.0,-334.5,-483.0,1.0,363.0,761.0,1.0,363.5,753.0,1.0,-5.19,5.36
5118.0,-342.0,-434.0,1.0,-354.0,-520.25,1.0,376.0,651.5,1.0,374.5,687.0,1.0,-5.19,5.36
5119.0,-355.75,-466.75,1.0,-366.0,-512.5,1.0,386.0,631.0,1.0,385.75,645.25,1.0,-5.19,5.36
